weapon1,weapon2,hypothesis,ccf,split1,split2,split3
149948,608744,0,0.176891311,t,v,t
149948,196995,0,0.224308888,t,n,n
149948,165956,0,0.474419267,t,v,t
149948,683218,0,0.226591423,t,v,t
149948,795188,0,0.26201058,n,n,t
149948,173476,0,0.43804506,t,n,n
149948,113810,0,0.363696252,n,n,t
149948,616807,0,0.348392071,t,v,t
149948,139359,0,0.46198469,t,v,t
149948,318905,0,0.389480086,t,v,t
149948,409402,0,0.255174342,t,n,n
149948,100136,0,0.395094572,t,n,n
149948,343954,0,0.462055326,t,n,n
149948,121957,0,0.478300626,t,v,t
149948,390253,0,0.396871946,t,n,n
149948,822486,0,0.450891393,t,v,t
149948,157893,0,0.674219139,t,v,t
149948,261911,0,0.42028508,t,v,t
149948,531117,0,0.369882075,t,v,t
149948,143776,0,0.332801892,n,n,t
149948,139035,0,0.221002715,t,v,t
149948,180588,0,0.33341072,n,n,t
149948,501936,0,0.469316756,t,v,t
149948,801184,0,0.414259308,n,n,t
149948,678702,0,0.332304747,t,n,n
149948,673753,0,0.172633307,t,n,n
149948,162915,0,0.449979588,t,v,t
149948,135265,0,0.124423105,t,n,n
149948,659913,0,0.414180435,n,n,t
149948,121410,0,0.276089954,n,n,t
149948,815455,0,0.642152897,t,n,n
149948,533089,0,0.392484618,t,v,t
149948,156268,0,0.181007285,n,n,t
149948,729449,0,0.214888404,n,n,t
149948,104389,0,0.507641998,n,n,t
149948,729536,0,0.454915686,n,n,t
149948,156174,0,0.302789687,t,v,t
149948,131629,0,0.219176084,n,n,t
149948,140650,0,0.375279975,n,n,t
149948,598747,0,0.315382226,t,v,t
149948,125254,0,0.257205916,t,v,t
149948,134997,0,0.420656419,n,n,t
149948,582827,0,0.534973825,t,n,n
149948,317294,0,0.601924804,t,n,n
149948,134721,0,0.348866128,t,v,t
149948,161749,0,0.216834073,t,v,t
149948,121018,0,0.412548316,t,n,n
149948,124965,0,0.382887365,n,n,t
149948,526361,0,0.369195885,t,v,t
149948,189603,0,0.39721713,t,n,n
149948,218900,0,0.418843827,t,n,n
149948,170574,0,0.499984185,t,v,t
149948,149014,0,0.350278742,n,n,t
149948,184038,0,0.426211349,t,n,n
149948,685299,0,0.451390352,t,n,n
149948,447959,0,0.285720432,t,n,n
149948,689029,0,0.397941968,t,v,t
149948,141085,0,0.367728307,t,n,n
149948,954082,0,0.326019863,t,v,t
149948,775043,0,0.35192787,n,n,t
149948,103816,0,0.128414513,t,n,n
149948,117883,0,0.256472388,t,v,t
149948,929584,0,0.283247491,t,n,n
149948,111578,0,0.310689189,n,n,t
149948,113763,0,0.403184177,t,n,n
149948,615828,0,-0.027638402,t,v,t
149948,288361,0,0.437123031,t,n,n
149948,100729,0,0.365864002,t,n,n
149948,362587,0,0.363371325,t,v,t
149948,405673,0,0.480932423,t,v,t
149948,925113,0,0.362982824,n,n,t
149948,113583,0,0.37635147,t,n,n
149948,251427,0,0.361288498,t,n,n
149948,847254,0,0.416089884,t,v,t
149948,314775,0,0.280812574,n,n,t
149948,632251,0,0.419041378,t,v,t
149948,131712,0,0.582204619,n,n,t
149948,793647,0,0.206179646,n,n,t
149948,104056,0,0.348869066,t,n,n
149948,161168,0,0.266531221,t,n,n
149948,347852,0,0.47315443,n,n,t
149948,481080,0,0.414397576,n,n,t
149948,682054,0,0.317397175,n,n,t
149948,419158,0,0.440069606,t,n,n
149948,126976,0,0.401975574,t,v,t
149948,125912,0,0.457963064,t,n,n
149948,114268,0,0.286197651,n,n,t
149948,778036,0,0.289109135,n,n,t
149948,170471,0,0.462410181,n,n,t
149948,134759,0,0.232144296,t,v,t
149948,738425,0,0.363363944,t,v,t
149948,180939,0,0.283510907,n,n,t
149948,544710,0,0.51148871,t,v,t
149948,209280,0,0.384043796,t,v,t
149948,126656,0,0.183203993,t,v,t
149948,438826,0,0.42346552,n,n,t
149948,664082,0,0.397636885,n,n,t
149948,157314,0,0.227902124,n,n,t
149948,157586,0,0.392940712,n,n,t
149948,908797,0,0.232846165,t,v,t
149948,174993,0,0.240348278,t,n,n
149948,154970,0,0.301801412,t,n,n
149948,110962,0,0.185064052,t,n,n
747615,747615,1,0.971142978,t,v,t
747615,284033,0,0.377276228,t,n,n
747615,336776,0,0.321277406,t,v,t
747615,134027,0,0.326975825,t,n,n
747615,973978,0,0.564306558,n,n,t
747615,158556,0,0.358503019,t,n,n
747615,349193,0,0.353017531,n,n,t
747615,589924,0,0.396241393,t,n,n
747615,129907,0,0.428292204,t,n,n
747615,505064,0,0.32078854,t,v,t
747615,756929,0,0.503176593,t,n,n
747615,649192,0,0.478910412,t,v,t
747615,161374,0,0.56620655,t,v,t
747615,134559,0,0.402933609,t,v,t
747615,148570,0,0.424779185,t,n,n
747615,106857,0,0.451745148,t,n,n
747615,182895,0,0.384202244,t,v,t
747615,164564,0,0.439979146,t,v,t
747615,105152,0,0.46001503,n,n,t
747615,506982,0,0.186281502,t,v,t
747615,144769,0,0.33802149,t,n,n
747615,157293,0,0.503707312,t,v,t
747615,566697,0,0.193197971,n,n,t
747615,149326,0,0.288282622,t,v,t
747615,169156,0,0.378852731,n,n,t
747615,419105,0,0.330578962,n,n,t
747615,121663,0,0.372153392,t,n,n
747615,453446,0,0.022868985,n,n,t
747615,181312,0,0.444327417,t,v,t
747615,719340,0,0.455759553,t,v,t
747615,712920,0,0.258052409,t,n,n
747615,247051,0,0.464824719,n,n,t
747615,783828,0,0.416593051,t,v,t
747615,599953,0,0.082270644,t,n,n
747615,688949,0,0.331922373,n,n,t
747615,386027,0,0.404716037,t,n,n
747615,858451,0,0.228842784,n,n,t
747615,114908,0,0.353429609,n,n,t
747615,740379,0,0.44705372,t,v,t
747615,381929,0,0.563172707,t,n,n
747615,133371,0,0.214452915,t,v,t
747615,581040,0,0.515168555,n,n,t
747615,321825,0,0.440996781,n,n,t
747615,142496,0,0.222187503,t,v,t
747615,177079,0,0.17525833,t,n,n
747615,169049,0,0.571854939,t,n,n
747615,144336,0,0.425841735,n,n,t
747615,152521,0,0.417688219,n,n,t
747615,815453,0,0.216094701,n,n,t
747615,636162,0,0.452680165,n,n,t
747615,520799,0,0.205036181,n,n,t
747615,128216,0,0.316866639,n,n,t
747615,402539,0,0.282890413,t,v,t
747615,132234,0,0.39750811,n,n,t
747615,402090,0,0.413836938,n,n,t
747615,176507,0,0.392115758,t,n,n
747615,886068,0,0.349786585,t,v,t
747615,965622,0,0.475472833,t,v,t
747615,156364,0,0.48651023,t,n,n
747615,792222,0,0.418682271,t,n,n
747615,385674,0,0.331660476,t,v,t
747615,457268,0,0.157048305,t,n,n
747615,274121,0,0.359385412,t,v,t
747615,167534,0,0.348491041,t,v,t
747615,446654,0,0.300734996,n,n,t
747615,112005,0,0.303706907,n,n,t
747615,182284,0,0.504574389,n,n,t
747615,191690,0,0.507306459,t,v,t
747615,621961,0,0.528139496,t,v,t
747615,144770,0,0.245785272,t,n,n
747615,471412,0,0.525591176,n,n,t
747615,178410,0,0.35943696,n,n,t
747615,164552,0,0.175461154,t,n,n
747615,870297,0,0.388399999,n,n,t
747615,579073,0,0.401323101,t,n,n
747615,751240,0,0.435254399,n,n,t
747615,291372,0,0.465696198,n,n,t
747615,554194,0,0.438689813,t,v,t
747615,111688,0,0.238198215,t,n,n
747615,142610,0,0.31129452,t,n,n
747615,317195,0,0.399490525,t,v,t
747615,172194,0,0.407018939,t,n,n
747615,241962,0,0.194670671,t,n,n
747615,608744,0,0.29994672,t,v,t
747615,196995,0,0.284239305,t,n,n
747615,165956,0,0.56255551,t,v,t
747615,683218,0,0.226374758,t,v,t
747615,795188,0,0.328663082,n,n,t
747615,173476,0,0.417818478,t,n,n
747615,113810,0,0.320836307,n,n,t
747615,616807,0,0.448529258,t,v,t
747615,139359,0,0.609359274,t,v,t
747615,318905,0,0.578686371,t,v,t
747615,409402,0,0.612371995,t,n,n
747615,100136,0,0.497056282,t,n,n
747615,343954,0,0.361912472,t,n,n
747615,121957,0,0.534994731,t,v,t
747615,390253,0,0.443126586,t,n,n
747615,822486,0,0.46871742,t,v,t
747615,157893,0,0.393755185,t,v,t
747615,261911,0,0.280693687,t,v,t
747615,531117,0,0.127038322,t,v,t
747615,143776,0,0.275789546,n,n,t
747615,139035,0,0.379857543,t,v,t
747615,180588,0,0.58486853,n,n,t
747615,501936,0,0.270127876,t,v,t
747615,801184,0,0.435992856,n,n,t
747615,678702,0,0.53616011,t,n,n
747615,673753,0,0.141542893,t,n,n
747615,162915,0,0.38919436,t,v,t
747615,135265,0,0.286008385,t,n,n
747615,659913,0,0.427771521,n,n,t
747615,121410,0,0.378144037,n,n,t
747615,815455,0,0.308293771,t,n,n
747615,533089,0,0.625088236,t,v,t
747615,156268,0,0.183706578,n,n,t
747615,729449,0,0.404938794,n,n,t
747615,104389,0,0.371414911,n,n,t
747615,729536,0,0.470401566,n,n,t
747615,156174,0,0.378861327,t,v,t
747615,131629,0,0.45902795,n,n,t
747615,140650,0,0.386964669,n,n,t
747615,598747,0,0.031693692,t,v,t
747615,125254,0,0.404696011,t,v,t
747615,134997,0,0.33034985,n,n,t
747615,582827,0,0.496258208,t,n,n
747615,317294,0,0.322059218,t,n,n
747615,134721,0,0.214016408,t,v,t
747615,161749,0,0.324243157,t,v,t
747615,121018,0,0.385671924,t,n,n
747615,124965,0,0.343670068,n,n,t
747615,526361,0,0.493317642,t,v,t
747615,189603,0,0.135656676,t,n,n
747615,218900,0,0.450712412,t,n,n
747615,170574,0,0.427019796,t,v,t
747615,149014,0,0.539192048,n,n,t
747615,184038,0,0.345444247,t,n,n
747615,685299,0,0.533802758,t,n,n
747615,447959,0,0.518838789,t,n,n
747615,689029,0,0.159529006,t,v,t
747615,141085,0,0.520838118,t,n,n
747615,954082,0,0.400744884,t,v,t
747615,775043,0,0.399574497,n,n,t
747615,103816,0,0.106180854,t,n,n
747615,117883,0,0.256531706,t,v,t
747615,929584,0,0.289805884,t,n,n
747615,111578,0,0.350123005,n,n,t
747615,113763,0,0.499433477,t,n,n
747615,615828,0,0.322252458,t,v,t
747615,288361,0,0.328644509,t,n,n
747615,100729,0,0.542225597,t,n,n
747615,362587,0,0.552648297,t,v,t
747615,405673,0,0.449798313,t,v,t
747615,925113,0,0.425597282,n,n,t
747615,113583,0,0.382300915,t,n,n
747615,251427,0,0.493665288,t,n,n
747615,847254,0,0.507258076,t,v,t
747615,314775,0,0.181074488,n,n,t
747615,632251,0,0.468214402,t,v,t
747615,131712,0,0.272665436,n,n,t
747615,793647,0,0.334030611,n,n,t
747615,104056,0,0.371915426,t,n,n
747615,161168,0,0.280950139,t,n,n
747615,347852,0,0.487012114,n,n,t
747615,481080,0,0.528255974,n,n,t
747615,682054,0,0.307925546,n,n,t
747615,419158,0,0.541335732,t,n,n
747615,126976,0,0.195604035,t,v,t
747615,125912,0,0.479378817,t,n,n
747615,114268,0,0.490337365,n,n,t
747615,778036,0,0.574295453,n,n,t
747615,170471,0,0.216616747,n,n,t
747615,134759,0,0.373568504,t,v,t
747615,738425,0,0.437219829,t,v,t
747615,180939,0,0.174569224,n,n,t
747615,544710,0,0.456626912,t,v,t
747615,209280,0,0.424925471,t,v,t
747615,126656,0,0.311460854,t,v,t
747615,438826,0,0.567926115,n,n,t
747615,664082,0,0.484239361,n,n,t
747615,157314,0,0.232108639,n,n,t
747615,157586,0,0.674084285,n,n,t
747615,908797,0,0.37380089,t,v,t
747615,174993,0,0.352136808,t,n,n
747615,154970,0,0.167771913,t,n,n
747615,110962,0,0.371329237,t,n,n
284033,284033,1,0.871394189,t,t,v
284033,336776,0,0.44128731,t,n,n
284033,134027,0,0.492476318,t,t,v
284033,973978,0,0.634485027,n,t,n
284033,158556,0,0.187560156,t,t,v
284033,349193,0,0.375670244,n,t,n
284033,589924,0,0.451004249,t,t,v
284033,129907,0,0.720165778,t,t,v
284033,505064,0,0.373471076,t,n,n
284033,756929,0,0.482059248,t,t,v
284033,649192,0,0.368699045,t,n,n
284033,161374,0,0.303040356,t,n,n
284033,134559,0,0.33208108,t,n,n
284033,148570,0,0.423612018,t,t,v
284033,106857,0,0.171455558,t,t,v
284033,182895,0,0.68990688,t,n,n
284033,164564,0,0.237150964,t,n,n
284033,105152,0,0.428546153,n,t,n
284033,506982,0,0.348912597,t,n,n
284033,144769,0,0.189487479,t,t,v
284033,157293,0,0.33340868,t,n,n
284033,566697,0,0.422596329,n,t,n
284033,149326,0,0.60793695,t,n,n
284033,169156,0,0.491292951,n,t,n
284033,419105,0,0.321128978,n,t,n
284033,121663,0,0.252905827,t,t,v
284033,453446,0,0.09242209,n,t,n
284033,181312,0,0.199310679,t,n,n
284033,719340,0,0.325873487,t,n,n
284033,712920,0,0.425105578,t,t,v
284033,247051,0,0.244065127,n,t,n
284033,783828,0,0.256754118,t,n,n
284033,599953,0,0.086491012,t,t,v
284033,688949,0,0.303139088,n,t,n
284033,386027,0,0.298632229,t,t,v
284033,858451,0,0.438774824,n,t,n
284033,114908,0,0.383885375,n,t,n
284033,740379,0,0.029340234,t,n,n
284033,381929,0,0.512867692,t,t,v
284033,133371,0,0.357569973,t,n,n
284033,581040,0,0.472145662,n,t,n
284033,321825,0,0.264762993,n,t,n
284033,142496,0,0.288932602,t,n,n
284033,177079,0,0.219823552,t,t,v
284033,169049,0,0.082505285,t,t,v
284033,144336,0,0.31546274,n,t,n
284033,152521,0,0.367828377,n,t,n
284033,815453,0,0.340346268,n,t,n
284033,636162,0,0.404027667,n,t,n
284033,520799,0,0.384779641,n,t,n
284033,128216,0,0.551637327,n,t,n
284033,402539,0,0.409490039,t,n,n
284033,132234,0,-0.001683002,n,t,n
284033,402090,0,0.460752323,n,t,n
284033,176507,0,0.519111515,t,t,v
284033,886068,0,0.267097809,t,n,n
284033,965622,0,0.320507291,t,n,n
284033,156364,0,0.304478947,t,t,v
284033,792222,0,0.065846536,t,t,v
284033,385674,0,0.431040854,t,n,n
284033,457268,0,0.459983228,t,t,v
284033,274121,0,0.424030036,t,n,n
284033,167534,0,0.442786121,t,n,n
284033,446654,0,0.418898311,n,t,n
284033,112005,0,0.513088082,n,t,n
284033,182284,0,0.367850467,n,t,n
284033,191690,0,0.52937558,t,n,n
284033,621961,0,0.220654951,t,n,n
284033,144770,0,0.288764188,t,t,v
284033,471412,0,0.349650337,n,t,n
284033,178410,0,0.225757236,n,t,n
284033,164552,0,0.315118817,t,t,v
284033,870297,0,0.201498414,n,t,n
284033,579073,0,0.442920415,t,t,v
284033,751240,0,0.50361324,n,t,n
284033,291372,0,0.419204348,n,t,n
284033,554194,0,0.329407936,t,n,n
284033,111688,0,0.401880995,t,t,v
284033,142610,0,0.319723452,t,t,v
284033,317195,0,0.305936942,t,n,n
284033,172194,0,0.495569356,t,t,v
284033,241962,0,0.533909444,t,t,v
284033,608744,0,0.379884108,t,n,n
284033,196995,0,0.309019834,t,t,v
284033,165956,0,0.475897199,t,n,n
284033,683218,0,0.485671517,t,n,n
284033,795188,0,0.345930447,n,t,n
284033,173476,0,0.320957314,t,t,v
284033,113810,0,0.504104426,n,t,n
284033,616807,0,0.532896597,t,n,n
284033,139359,0,0.582977309,t,n,n
284033,318905,0,0.196117622,t,n,n
284033,409402,0,0.522759305,t,t,v
284033,100136,0,0.616407392,t,t,v
284033,343954,0,0.518794775,t,t,v
284033,121957,0,0.258930234,t,n,n
284033,390253,0,0.076032616,t,t,v
284033,822486,0,0.475321727,t,n,n
284033,157893,0,0.294420932,t,n,n
284033,261911,0,0.211721131,t,n,n
284033,531117,0,0.327696495,t,n,n
284033,143776,0,0.406037806,n,t,n
284033,139035,0,0.360575447,t,n,n
284033,180588,0,0.311781596,n,t,n
284033,501936,0,0.364448127,t,n,n
284033,801184,0,0.500476797,n,t,n
284033,678702,0,0.136542436,t,t,v
284033,673753,0,0.269326348,t,t,v
284033,162915,0,0.311549371,t,n,n
284033,135265,0,0.426658186,t,t,v
284033,659913,0,0.549300346,n,t,n
284033,121410,0,0.472547638,n,t,n
284033,815455,0,0.449606924,t,t,v
284033,533089,0,0.473746637,t,n,n
284033,156268,0,0.173754263,n,t,n
284033,729449,0,0.138112893,n,t,n
284033,104389,0,0.579979325,n,t,n
284033,729536,0,0.136493039,n,t,n
284033,156174,0,0.446331552,t,n,n
284033,131629,0,0.053385099,n,t,n
284033,140650,0,0.2215268,n,t,n
284033,598747,0,0.298423858,t,n,n
284033,125254,0,0.590709318,t,n,n
284033,134997,0,0.331033205,n,t,n
284033,582827,0,0.564889161,t,t,v
284033,317294,0,0.285588892,t,t,v
284033,134721,0,0.248219374,t,n,n
284033,161749,0,0.219289724,t,n,n
284033,121018,0,0.442199324,t,t,v
284033,124965,0,0.396067316,n,t,n
284033,526361,0,0.610916301,t,n,n
284033,189603,0,0.458614837,t,t,v
284033,218900,0,0.366832406,t,t,v
284033,170574,0,0.169938302,t,n,n
284033,149014,0,0.20740356,n,t,n
284033,184038,0,0.350986134,t,t,v
284033,685299,0,0.418247877,t,t,v
284033,447959,0,0.421557075,t,t,v
284033,689029,0,0.286283665,t,n,n
284033,141085,0,0.506615951,t,t,v
284033,954082,0,0.506450044,t,n,n
284033,775043,0,0.250235057,n,t,n
284033,103816,0,0.293858815,t,t,v
284033,117883,0,0.34031797,t,n,n
284033,929584,0,0.581858316,t,t,v
284033,111578,0,0.462322032,n,t,n
284033,113763,0,0.366711371,t,t,v
284033,615828,0,0.118975413,t,n,n
284033,288361,0,0.452509643,t,t,v
284033,100729,0,0.323630979,t,t,v
284033,362587,0,0.481240772,t,n,n
284033,405673,0,0.566536205,t,n,n
284033,925113,0,0.407730121,n,t,n
284033,113583,0,0.483494952,t,t,v
284033,251427,0,0.426658386,t,t,v
284033,847254,0,0.489116106,t,n,n
284033,314775,0,0.312829252,n,t,n
284033,632251,0,0.508329799,t,n,n
284033,131712,0,0.30647446,n,t,n
284033,793647,0,0.219170275,n,t,n
284033,104056,0,0.259403228,t,t,v
284033,161168,0,0.505425879,t,t,v
284033,347852,0,0.16938368,n,t,n
284033,481080,0,0.166462449,n,t,n
284033,682054,0,0.513869882,n,t,n
284033,419158,0,0.434461609,t,t,v
284033,126976,0,0.388753498,t,n,n
284033,125912,0,0.505892481,t,t,v
284033,114268,0,0.276461348,n,t,n
284033,778036,0,0.496867746,n,t,n
284033,170471,0,0.302811257,n,t,n
284033,134759,0,0.470142888,t,n,n
284033,738425,0,0.54301487,t,n,n
284033,180939,0,0.426734753,n,t,n
284033,544710,0,0.295705093,t,n,n
284033,209280,0,0.345562859,t,n,n
284033,126656,0,0.427727433,t,n,n
284033,438826,0,0.483653839,n,t,n
284033,664082,0,0.477539066,n,t,n
284033,157314,0,0.218148153,n,t,n
284033,157586,0,0.476180249,n,t,n
284033,908797,0,0.350319939,t,n,n
284033,174993,0,0.482244967,t,t,v
284033,154970,0,0.475825699,t,t,v
284033,110962,0,0.249585179,t,t,v
336776,336776,1,0.901687625,t,v,t
336776,134027,0,0.443765257,t,n,n
336776,973978,0,0.421906899,n,n,t
336776,158556,0,0.403988347,t,n,n
336776,349193,0,0.368632681,n,n,t
336776,589924,0,0.24539484,t,n,n
336776,129907,0,0.443320077,t,n,n
336776,505064,0,0.310217217,t,v,t
336776,756929,0,0.221067656,t,n,n
336776,649192,0,0.566589987,t,v,t
336776,161374,0,0.327335539,t,v,t
336776,134559,0,0.247522456,t,v,t
336776,148570,0,0.147683405,t,n,n
336776,106857,0,0.295570481,t,n,n
336776,182895,0,0.249023726,t,v,t
336776,164564,0,0.086879738,t,v,t
336776,105152,0,0.511522705,n,n,t
336776,506982,0,0.372633967,t,v,t
336776,144769,0,0.404497228,t,n,n
336776,157293,0,0.233853026,t,v,t
336776,566697,0,0.509943778,n,n,t
336776,149326,0,0.38326898,t,v,t
336776,169156,0,0.368613497,n,n,t
336776,419105,0,0.615746221,n,n,t
336776,121663,0,0.443736445,t,n,n
336776,453446,0,0.260260109,n,n,t
336776,181312,0,0.475844114,t,v,t
336776,719340,0,0.325145089,t,v,t
336776,712920,0,0.372768863,t,n,n
336776,247051,0,0.43390045,n,n,t
336776,783828,0,0.135444515,t,v,t
336776,599953,0,0.588940227,t,n,n
336776,688949,0,0.184638829,n,n,t
336776,386027,0,0.315006748,t,n,n
336776,858451,0,0.558207556,n,n,t
336776,114908,0,0.617147933,n,n,t
336776,740379,0,0.179859017,t,v,t
336776,381929,0,0.324362772,t,n,n
336776,133371,0,0.378888771,t,v,t
336776,581040,0,0.343518824,n,n,t
336776,321825,0,0.328595174,n,n,t
336776,142496,0,0.241537941,t,v,t
336776,177079,0,0.492030597,t,n,n
336776,169049,0,0.394202464,t,n,n
336776,144336,0,0.471359987,n,n,t
336776,152521,0,0.209714665,n,n,t
336776,815453,0,0.446166312,n,n,t
336776,636162,0,0.409226678,n,n,t
336776,520799,0,0.298316163,n,n,t
336776,128216,0,0.504595409,n,n,t
336776,402539,0,0.315295898,t,v,t
336776,132234,0,0.333753288,n,n,t
336776,402090,0,0.207732137,n,n,t
336776,176507,0,0.148817448,t,n,n
336776,886068,0,0.483212547,t,v,t
336776,965622,0,0.310972715,t,v,t
336776,156364,0,0.29367003,t,n,n
336776,792222,0,0.299377435,t,n,n
336776,385674,0,0.412657253,t,v,t
336776,457268,0,0.425240278,t,n,n
336776,274121,0,0.517304775,t,v,t
336776,167534,0,0.449939491,t,v,t
336776,446654,0,0.49175923,n,n,t
336776,112005,0,0.398593161,n,n,t
336776,182284,0,0.46790084,n,n,t
336776,191690,0,0.173021953,t,v,t
336776,621961,0,0.444719488,t,v,t
336776,144770,0,0.371658585,t,n,n
336776,471412,0,0.648312664,n,n,t
336776,178410,0,0.57777445,n,n,t
336776,164552,0,0.28392432,t,n,n
336776,870297,0,-0.119962669,n,n,t
336776,579073,0,0.142053395,t,n,n
336776,751240,0,0.394086549,n,n,t
336776,291372,0,0.253973716,n,n,t
336776,554194,0,0.230685163,t,v,t
336776,111688,0,0.633807457,t,n,n
336776,142610,0,0.424194047,t,n,n
336776,317195,0,0.222256396,t,v,t
336776,172194,0,0.287933723,t,n,n
336776,241962,0,0.361312276,t,n,n
336776,608744,0,0.219932368,t,v,t
336776,196995,0,0.290237152,t,n,n
336776,165956,0,0.213107344,t,v,t
336776,683218,0,0.342276402,t,v,t
336776,795188,0,0.415245299,n,n,t
336776,173476,0,0.469727364,t,n,n
336776,113810,0,0.373813341,n,n,t
336776,616807,0,0.164812484,t,v,t
336776,139359,0,0.359541671,t,v,t
336776,318905,0,0.276308654,t,v,t
336776,409402,0,0.422165343,t,n,n
336776,100136,0,0.193681546,t,n,n
336776,343954,0,0.336602482,t,n,n
336776,121957,0,0.330422666,t,v,t
336776,390253,0,0.139291474,t,n,n
336776,822486,0,0.344579548,t,v,t
336776,157893,0,0.555719193,t,v,t
336776,261911,0,0.267662941,t,v,t
336776,531117,0,0.316936505,t,v,t
336776,143776,0,0.330778058,n,n,t
336776,139035,0,0.38288329,t,v,t
336776,180588,0,0.378753773,n,n,t
336776,501936,0,0.090476262,t,v,t
336776,801184,0,0.401860489,n,n,t
336776,678702,0,0.54697802,t,n,n
336776,673753,0,0.201408673,t,n,n
336776,162915,0,0.177826223,t,v,t
336776,135265,0,0.373013754,t,n,n
336776,659913,0,0.213283521,n,n,t
336776,121410,0,0.336129817,n,n,t
336776,815455,0,0.272713129,t,n,n
336776,533089,0,0.429460725,t,v,t
336776,156268,0,0.187873493,n,n,t
336776,729449,0,0.213031405,n,n,t
336776,104389,0,0.321464609,n,n,t
336776,729536,0,0.245015194,n,n,t
336776,156174,0,0.365805587,t,v,t
336776,131629,0,0.416578892,n,n,t
336776,140650,0,0.20425548,n,n,t
336776,598747,0,0.443420522,t,v,t
336776,125254,0,0.38438285,t,v,t
336776,134997,0,0.387668513,n,n,t
336776,582827,0,0.444353041,t,n,n
336776,317294,0,0.388642638,t,n,n
336776,134721,0,0.204253646,t,v,t
336776,161749,0,0.308755905,t,v,t
336776,121018,0,0.49554107,t,n,n
336776,124965,0,0.387636752,n,n,t
336776,526361,0,0.39579783,t,v,t
336776,189603,0,0.193264322,t,n,n
336776,218900,0,0.30686432,t,n,n
336776,170574,0,0.288650168,t,v,t
336776,149014,0,0.364873974,n,n,t
336776,184038,0,0.367734617,t,n,n
336776,685299,0,0.248545396,t,n,n
336776,447959,0,0.503952957,t,n,n
336776,689029,0,0.431959201,t,v,t
336776,141085,0,0.518437462,t,n,n
336776,954082,0,0.304905961,t,v,t
336776,775043,0,0.298485324,n,n,t
336776,103816,0,0.229613456,t,n,n
336776,117883,0,0.482079139,t,v,t
336776,929584,0,0.510462901,t,n,n
336776,111578,0,0.44077539,n,n,t
336776,113763,0,0.433407077,t,n,n
336776,615828,0,0.372799685,t,v,t
336776,288361,0,0.367595437,t,n,n
336776,100729,0,0.18433578,t,n,n
336776,362587,0,0.415360103,t,v,t
336776,405673,0,-0.093644017,t,v,t
336776,925113,0,0.132314995,n,n,t
336776,113583,0,0.320217834,t,n,n
336776,251427,0,0.106181326,t,n,n
336776,847254,0,0.191083598,t,v,t
336776,314775,0,0.527273128,n,n,t
336776,632251,0,0.46240403,t,v,t
336776,131712,0,0.568277667,n,n,t
336776,793647,0,0.319030965,n,n,t
336776,104056,0,-0.006196508,t,n,n
336776,161168,0,0.412819038,t,n,n
336776,347852,0,0.390456181,n,n,t
336776,481080,0,0.356276484,n,n,t
336776,682054,0,0.379419102,n,n,t
336776,419158,0,0.492664478,t,n,n
336776,126976,0,0.241241948,t,v,t
336776,125912,0,0.262527667,t,n,n
336776,114268,0,0.325764986,n,n,t
336776,778036,0,0.270208886,n,n,t
336776,170471,0,0.559336273,n,n,t
336776,134759,0,0.3828088,t,v,t
336776,738425,0,0.296459481,t,v,t
336776,180939,0,0.370003054,n,n,t
336776,544710,0,0.240067988,t,v,t
336776,209280,0,0.360789073,t,v,t
336776,126656,0,0.323273336,t,v,t
336776,438826,0,0.44412895,n,n,t
336776,664082,0,0.307606875,n,n,t
336776,157314,0,0.371807258,n,n,t
336776,157586,0,-0.024228919,n,n,t
336776,908797,0,0.43812582,t,v,t
336776,174993,0,0.061129064,t,n,n
336776,154970,0,0.47446555,t,n,n
336776,110962,0,0.345603355,t,n,n
134027,134027,1,0.98211024,t,t,v
134027,973978,0,0.407994596,n,t,n
134027,158556,0,0.402971873,t,t,v
134027,349193,0,0.275913544,n,t,n
134027,589924,0,0.454944107,t,t,v
134027,129907,0,0.42227481,t,t,v
134027,505064,0,0.305547215,t,n,n
134027,756929,0,0.46047835,t,t,v
134027,649192,0,0.27288648,t,n,n
134027,161374,0,0.323209499,t,n,n
134027,134559,0,0.301301429,t,n,n
134027,148570,0,0.415628058,t,t,v
134027,106857,0,0.382578306,t,t,v
134027,182895,0,0.38278309,t,n,n
134027,164564,0,0.414082255,t,n,n
134027,105152,0,0.443320199,n,t,n
134027,506982,0,0.351662221,t,n,n
134027,144769,0,0.303371436,t,t,v
134027,157293,0,0.313080441,t,n,n
134027,566697,0,0.469508802,n,t,n
134027,149326,0,0.535700133,t,n,n
134027,169156,0,0.438733768,n,t,n
134027,419105,0,0.376363881,n,t,n
134027,121663,0,0.605122733,t,t,v
134027,453446,0,0.260836307,n,t,n
134027,181312,0,0.297671572,t,n,n
134027,719340,0,0.260513575,t,n,n
134027,712920,0,0.260981979,t,t,v
134027,247051,0,0.144789674,n,t,n
134027,783828,0,0.287179617,t,n,n
134027,599953,0,0.213974295,t,t,v
134027,688949,0,0.402084286,n,t,n
134027,386027,0,0.292705948,t,t,v
134027,858451,0,0.339410694,n,t,n
134027,114908,0,0.358104649,n,t,n
134027,740379,0,0.208233899,t,n,n
134027,381929,0,0.430552483,t,t,v
134027,133371,0,0.131609107,t,n,n
134027,581040,0,0.34177363,n,t,n
134027,321825,0,0.450935516,n,t,n
