weapon1,weapon2,hypothesis,ccf,split1,split2,split3
161093,174422,0,0.270492236,t,t,v
161093,162959,0,0.263691878,t,n,n
161093,817250,0,0.198939191,t,t,v
161093,241819,0,0.522152405,t,t,v
161093,613228,0,0.193811395,n,t,n
161093,149582,0,0.336544394,t,t,v
161093,882726,0,0.426873738,t,t,v
161093,118948,0,0.466879819,n,t,n
161093,149948,0,0.487140168,t,n,n
161093,747615,0,0.414956547,t,n,n
161093,284033,0,0.281432247,t,t,v
161093,336776,0,0.465002506,t,n,n
161093,134027,0,0.297124503,t,t,v
161093,973978,0,0.334737387,n,t,n
161093,158556,0,0.26218079,t,t,v
161093,349193,0,0.337413423,n,t,n
161093,589924,0,0.499114216,t,t,v
161093,129907,0,0.250809028,t,t,v
161093,505064,0,0.427254017,t,n,n
161093,756929,0,0.305343315,t,t,v
161093,649192,0,0.438978986,t,n,n
161093,161374,0,0.302269069,t,n,n
161093,134559,0,0.375734363,t,n,n
161093,148570,0,0.325303541,t,t,v
161093,106857,0,0.330118652,t,t,v
161093,182895,0,0.188682434,t,n,n
161093,164564,0,0.363895267,t,n,n
161093,105152,0,0.279601985,n,t,n
161093,506982,0,0.230942167,t,n,n
161093,144769,0,0.34191411,t,t,v
161093,157293,0,0.235943577,t,n,n
161093,566697,0,0.380517402,n,t,n
161093,149326,0,0.330289113,t,n,n
161093,169156,0,0.348152013,n,t,n
161093,419105,0,0.504746815,n,t,n
161093,121663,0,0.226567335,t,t,v
161093,453446,0,0.273955534,n,t,n
161093,181312,0,0.16552516,t,n,n
161093,719340,0,0.254897711,t,n,n
161093,712920,0,0.327599122,t,t,v
161093,247051,0,0.065929885,n,t,n
161093,783828,0,0.181438114,t,n,n
161093,599953,0,0.260242956,t,t,v
161093,688949,0,0.261397239,n,t,n
161093,386027,0,0.430339277,t,t,v
161093,858451,0,0.257404231,n,t,n
161093,114908,0,0.450425987,n,t,n
161093,740379,0,0.301028339,t,n,n
161093,381929,0,0.240647144,t,t,v
161093,133371,0,0.317173578,t,n,n
161093,581040,0,0.315488125,n,t,n
161093,321825,0,0.430551509,n,t,n
161093,142496,0,0.477066396,t,n,n
161093,177079,0,0.55346739,t,t,v
161093,169049,0,0.474319721,t,t,v
161093,144336,0,0.199329184,n,t,n
161093,152521,0,0.298986489,n,t,n
161093,815453,0,0.320515764,n,t,n
161093,636162,0,0.241357358,n,t,n
161093,520799,0,0.440828464,n,t,n
161093,128216,0,0.261015966,n,t,n
161093,402539,0,0.318276425,t,n,n
161093,132234,0,0.111434062,n,t,n
161093,402090,0,0.355909879,n,t,n
161093,176507,0,0.253619588,t,t,v
161093,886068,0,0.256195613,t,n,n
161093,965622,0,0.428270655,t,n,n
161093,156364,0,0.180964566,t,t,v
161093,792222,0,0.344205078,t,t,v
161093,385674,0,0.27330948,t,n,n
161093,457268,0,0.316283064,t,t,v
161093,274121,0,0.365530707,t,n,n
161093,167534,0,0.578352198,t,n,n
161093,446654,0,0.467352868,n,t,n
161093,112005,0,0.256935522,n,t,n
161093,182284,0,0.351883782,n,t,n
161093,191690,0,0.305227479,t,n,n
161093,621961,0,0.240157598,t,n,n
161093,144770,0,0.294433776,t,t,v
161093,471412,0,0.341088885,n,t,n
161093,178410,0,0.275040402,n,t,n
161093,164552,0,0.307296205,t,t,v
161093,870297,0,0.354132951,n,t,n
161093,579073,0,0.193780625,t,t,v
161093,751240,0,0.21406256,n,t,n
161093,291372,0,0.277368892,n,t,n
161093,554194,0,0.3453055,t,n,n
161093,111688,0,0.29229233,t,t,v
161093,142610,0,0.158794689,t,t,v
161093,317195,0,0.055656271,t,n,n
161093,172194,0,0.323224924,t,t,v
161093,241962,0,0.207475928,t,t,v
161093,608744,0,0.420899689,t,n,n
161093,196995,0,0.27124459,t,t,v
161093,165956,0,0.386296039,t,n,n
161093,683218,0,0.406766022,t,n,n
161093,795188,0,0.200147582,n,t,n
161093,173476,0,0.379314281,t,t,v
161093,113810,0,0.361325103,n,t,n
161093,616807,0,0.354397074,t,n,n
161093,139359,0,0.289752215,t,n,n
161093,318905,0,0.16656616,t,n,n
161093,409402,0,0.264588003,t,t,v
161093,100136,0,0.197141036,t,t,v
161093,343954,0,0.314934899,t,t,v
161093,121957,0,0.193975266,t,n,n
161093,390253,0,0.246577254,t,t,v
161093,822486,0,0.42302145,t,n,n
161093,157893,0,0.226292006,t,n,n
161093,261911,0,0.107358359,t,n,n
161093,531117,0,0.252752783,t,n,n
161093,143776,0,0.206874437,n,t,n
161093,139035,0,0.351999826,t,n,n
161093,180588,0,0.331666876,n,t,n
161093,501936,0,0.261583157,t,n,n
161093,801184,0,0.583893342,n,t,n
161093,678702,0,0.397158082,t,t,v
161093,673753,0,0.387575329,t,t,v
161093,162915,0,0.12771235,t,n,n
161093,135265,0,0.210130647,t,t,v
161093,659913,0,0.435267254,n,t,n
161093,121410,0,0.253188139,n,t,n
161093,815455,0,0.157139366,t,t,v
161093,533089,0,0.407499488,t,n,n
161093,156268,0,0.232105821,n,t,n
161093,729449,0,0.408662323,n,t,n
161093,104389,0,0.094106352,n,t,n
161093,729536,0,0.312052281,n,t,n
161093,156174,0,0.412061104,t,n,n
161093,131629,0,0.157840947,n,t,n
161093,140650,0,0.322570146,n,t,n
161093,598747,0,0.197098669,t,n,n
161093,125254,0,0.346367385,t,n,n
161093,134997,0,0.335004566,n,t,n
161093,582827,0,0.112988712,t,t,v
161093,317294,0,0.353754076,t,t,v
161093,134721,0,0.306031757,t,n,n
161093,161749,0,0.231154457,t,n,n
161093,121018,0,0.59018149,t,t,v
161093,124965,0,0.22184876,n,t,n
161093,526361,0,0.295607268,t,n,n
161093,189603,0,0.261870758,t,t,v
161093,218900,0,0.420560473,t,t,v
161093,170574,0,0.349048975,t,n,n
161093,149014,0,0.476046824,n,t,n
161093,184038,0,0.253020743,t,t,v
161093,685299,0,0.266801798,t,t,v
161093,447959,0,0.182458402,t,t,v
161093,689029,0,0.320489002,t,n,n
161093,141085,0,0.357343488,t,t,v
161093,954082,0,0.497487499,t,n,n
161093,775043,0,0.301724668,n,t,n
161093,103816,0,0.090159741,t,t,v
161093,117883,0,0.257857037,t,n,n
161093,929584,0,0.424140911,t,t,v
161093,111578,0,0.217282181,n,t,n
161093,113763,0,0.419037241,t,t,v
161093,615828,0,0.315014185,t,n,n
161093,288361,0,0.244098028,t,t,v
161093,100729,0,0.451893076,t,t,v
161093,362587,0,0.22599702,t,n,n
161093,405673,0,0.444074936,t,n,n
161093,925113,0,0.35800138,n,t,n
161093,113583,0,0.370883644,t,t,v
161093,251427,0,0.43930913,t,t,v
161093,847254,0,0.139494322,t,n,n
161093,314775,0,0.362595134,n,t,n
161093,632251,0,0.356703077,t,n,n
161093,131712,0,0.309893279,n,t,n
161093,793647,0,0.275137201,n,t,n
161093,104056,0,0.500170143,t,t,v
161093,161168,0,0.316441667,t,t,v
161093,347852,0,0.41550695,n,t,n
161093,481080,0,0.373736735,n,t,n
161093,682054,0,0.393929269,n,t,n
161093,419158,0,0.424598975,t,t,v
161093,126976,0,0.415630266,t,n,n
161093,125912,0,0.278277158,t,t,v
161093,114268,0,0.364290414,n,t,n
161093,778036,0,0.225285245,n,t,n
161093,170471,0,0.232154959,n,t,n
161093,134759,0,0.17781563,t,n,n
161093,738425,0,0.034877677,t,n,n
161093,180939,0,0.417174218,n,t,n
161093,544710,0,0.517436505,t,n,n
161093,209280,0,0.379686939,t,n,n
161093,126656,0,0.369318707,t,n,n
161093,438826,0,0.104578489,n,t,n
161093,664082,0,0.61230631,n,t,n
161093,157314,0,0.276898326,n,t,n
161093,157586,0,0.533933489,n,t,n
161093,908797,0,0.010053282,t,n,n
161093,174993,0,0.563079292,t,t,v
161093,154970,0,0.331801838,t,t,v
161093,110962,0,0.405306527,t,t,v
657777,657777,1,0.955973581,v,t,t
657777,629356,0,0.222259265,n,n,t
657777,174422,0,0.303650456,n,t,n
657777,162959,0,0.328814695,n,n,t
657777,817250,0,0.200088091,n,t,n
657777,241819,0,0.504489456,n,t,n
657777,613228,0,0.351876157,v,t,t
657777,149582,0,0.160922642,n,t,n
657777,882726,0,0.290335408,n,t,n
657777,118948,0,0.303517662,v,t,t
657777,149948,0,0.308438299,n,n,t
657777,747615,0,0.196856515,n,n,t
657777,284033,0,0.2823837,n,t,n
657777,336776,0,0.496952216,n,n,t
657777,134027,0,0.410052062,n,t,n
657777,973978,0,0.357981056,v,t,t
657777,158556,0,0.352207012,n,t,n
657777,349193,0,0.273234037,v,t,t
657777,589924,0,0.496777126,n,t,n
657777,129907,0,0.251007444,n,t,n
657777,505064,0,0.246546213,n,n,t
657777,756929,0,0.201559011,n,t,n
657777,649192,0,0.411757476,n,n,t
657777,161374,0,0.289174854,n,n,t
657777,134559,0,0.395899527,n,n,t
657777,148570,0,0.494101468,n,t,n
657777,106857,0,0.531775778,n,t,n
657777,182895,0,0.320196443,n,n,t
657777,164564,0,0.30706472,n,n,t
657777,105152,0,0.40067557,v,t,t
657777,506982,0,0.250070002,n,n,t
657777,144769,0,0.370926447,n,t,n
657777,157293,0,0.253653421,n,n,t
657777,566697,0,0.446234627,v,t,t
657777,149326,0,0.324139491,n,n,t
657777,169156,0,0.388515748,v,t,t
657777,419105,0,0.428888893,v,t,t
657777,121663,0,0.429489146,n,t,n
657777,453446,0,0.284003743,v,t,t
657777,181312,0,0.412279546,n,n,t
657777,719340,0,0.393699866,n,n,t
657777,712920,0,0.244638171,n,t,n
657777,247051,0,0.32758287,v,t,t
657777,783828,0,0.238166285,n,n,t
657777,599953,0,0.495549771,n,t,n
657777,688949,0,0.348349381,v,t,t
657777,386027,0,0.266932001,n,t,n
657777,858451,0,0.540970411,v,t,t
657777,114908,0,0.376139111,v,t,t
657777,740379,0,0.29207914,n,n,t
657777,381929,0,0.452869854,n,t,n
657777,133371,0,0.286726126,n,n,t
657777,581040,0,0.300913548,v,t,t
657777,321825,0,0.441533168,v,t,t
657777,142496,0,0.17886448,n,n,t
657777,177079,0,0.344761276,n,t,n
657777,169049,0,0.332990421,n,t,n
657777,144336,0,0.383971476,v,t,t
657777,152521,0,0.502659011,v,t,t
657777,815453,0,0.259063037,v,t,t
657777,636162,0,0.418761119,v,t,t
657777,520799,0,0.498028915,v,t,t
657777,128216,0,0.399994405,v,t,t
657777,402539,0,0.249511875,n,n,t
657777,132234,0,0.231269627,v,t,t
657777,402090,0,0.167902593,v,t,t
657777,176507,0,0.310905922,n,t,n
657777,886068,0,0.351585435,n,n,t
657777,965622,0,0.211649064,n,n,t
657777,156364,0,0.407066361,n,t,n
657777,792222,0,0.429034843,n,t,n
657777,385674,0,0.212754084,n,n,t
657777,457268,0,0.320145488,n,t,n
657777,274121,0,0.263286564,n,n,t
657777,167534,0,0.268742984,n,n,t
657777,446654,0,0.332538815,v,t,t
657777,112005,0,0.323505652,v,t,t
657777,182284,0,0.349325087,v,t,t
657777,191690,0,0.375460528,n,n,t
657777,621961,0,0.271646195,n,n,t
657777,144770,0,0.427719536,n,t,n
657777,471412,0,0.232894352,v,t,t
657777,178410,0,0.553455159,v,t,t
657777,164552,0,0.236571052,n,t,n
657777,870297,0,0.349827578,v,t,t
657777,579073,0,0.282538959,n,t,n
657777,751240,0,0.4331299,v,t,t
657777,291372,0,0.294484234,v,t,t
657777,554194,0,0.241562573,n,n,t
657777,111688,0,0.411681215,n,t,n
657777,142610,0,0.348362098,n,t,n
657777,317195,0,0.422719435,n,n,t
657777,172194,0,0.334604351,n,t,n
657777,241962,0,0.294321815,n,t,n
657777,608744,0,0.274021639,n,n,t
657777,196995,0,0.17009706,n,t,n
657777,165956,0,0.252212893,n,n,t
657777,683218,0,0.307491209,n,n,t
657777,795188,0,0.261020942,v,t,t
657777,173476,0,0.380577158,n,t,n
657777,113810,0,0.249573092,v,t,t
657777,616807,0,0.3396439,n,n,t
657777,139359,0,0.276546444,n,n,t
657777,318905,0,0.345956603,n,n,t
657777,409402,0,0.274428645,n,t,n
657777,100136,0,0.428265092,n,t,n
657777,343954,0,0.360766792,n,t,n
657777,121957,0,0.483218348,n,n,t
657777,390253,0,0.267933328,n,t,n
657777,822486,0,0.437146424,n,n,t
657777,157893,0,0.372724275,n,n,t
657777,261911,0,0.33987615,n,n,t
657777,531117,0,0.318360216,n,n,t
657777,143776,0,0.475724319,v,t,t
657777,139035,0,0.347716766,n,n,t
657777,180588,0,0.362842098,v,t,t
657777,501936,0,0.4235044,n,n,t
657777,801184,0,0.21246986,v,t,t
657777,678702,0,0.33979932,n,t,n
657777,673753,0,0.216106201,n,t,n
657777,162915,0,0.307662648,n,n,t
657777,135265,0,0.408500151,n,t,n
657777,659913,0,0.403020402,v,t,t
657777,121410,0,0.343354393,v,t,t
657777,815455,0,0.335934937,n,t,n
657777,533089,0,0.270977213,n,n,t
657777,156268,0,0.287074716,v,t,t
657777,729449,0,0.418601909,v,t,t
657777,104389,0,0.365587568,v,t,t
657777,729536,0,0.335114119,v,t,t
657777,156174,0,0.221213433,n,n,t
657777,131629,0,0.318093449,v,t,t
657777,140650,0,0.274106956,v,t,t
657777,598747,0,0.381104361,n,n,t
657777,125254,0,0.329808611,n,n,t
657777,134997,0,0.251439409,v,t,t
657777,582827,0,0.352581639,n,t,n
657777,317294,0,0.197850007,n,t,n
657777,134721,0,0.393665725,n,n,t
657777,161749,0,0.206431877,n,n,t
657777,121018,0,0.465427715,n,t,n
657777,124965,0,0.195248914,v,t,t
657777,526361,0,0.294502912,n,n,t
657777,189603,0,0.34886701,n,t,n
657777,218900,0,0.195528561,n,t,n
657777,170574,0,0.337247247,n,n,t
657777,149014,0,0.357714085,v,t,t
657777,184038,0,0.38702578,n,t,n
657777,685299,0,0.315171862,n,t,n
657777,447959,0,0.513940678,n,t,n
657777,689029,0,0.566565211,n,n,t
657777,141085,0,0.404339281,n,t,n
657777,954082,0,0.147699599,n,n,t
657777,775043,0,0.305902694,v,t,t
657777,103816,0,0.249483287,n,t,n
657777,117883,0,0.42116316,n,n,t
657777,929584,0,0.199878293,n,t,n
657777,111578,0,0.412985473,v,t,t
657777,113763,0,0.442073988,n,t,n
657777,615828,0,0.306791273,n,n,t
657777,288361,0,0.395394152,n,t,n
657777,100729,0,0.268656019,n,t,n
657777,362587,0,0.391175846,n,n,t
657777,405673,0,0.324412084,n,n,t
657777,925113,0,0.260320416,v,t,t
657777,113583,0,0.443715561,n,t,n
657777,251427,0,0.156453197,n,t,n
657777,847254,0,0.305306414,n,n,t
657777,314775,0,0.510481608,v,t,t
657777,632251,0,0.376517274,n,n,t
657777,131712,0,0.347998663,v,t,t
657777,793647,0,0.392247526,v,t,t
657777,104056,0,0.42692571,n,t,n
657777,161168,0,0.371051796,n,t,n
657777,347852,0,0.398549342,v,t,t
657777,481080,0,0.241926197,v,t,t
657777,682054,0,0.457534383,v,t,t
657777,419158,0,0.457550577,n,t,n
657777,126976,0,0.322340348,n,n,t
657777,125912,0,0.332801116,n,t,n
657777,114268,0,0.162990148,v,t,t
657777,778036,0,0.233630291,v,t,t
657777,170471,0,0.440632818,v,t,t
657777,134759,0,0.489666228,n,n,t
657777,738425,0,0.323401254,n,n,t
657777,180939,0,0.269207779,v,t,t
657777,544710,0,0.249081257,n,n,t
657777,209280,0,0.306269249,n,n,t
657777,126656,0,0.463305575,n,n,t
657777,438826,0,0.395166036,v,t,t
657777,664082,0,0.179428841,v,t,t
657777,157314,0,0.474179549,v,t,t
657777,157586,0,0.327044181,v,t,t
657777,908797,0,0.307181839,n,n,t
657777,174993,0,0.222612215,n,t,n
657777,154970,0,0.225805007,n,t,n
657777,110962,0,0.196168541,n,t,n
629356,629356,1,0.842211784,t,v,t
629356,174422,0,0.139671001,t,n,n
629356,162959,0,0.265575775,t,v,t
629356,817250,0,0.286346472,t,n,n
629356,241819,0,0.24389557,t,n,n
629356,613228,0,0.396029292,n,n,t
629356,149582,0,0.360585323,t,n,n
629356,882726,0,0.599227144,t,n,n
629356,118948,0,0.342375298,n,n,t
629356,149948,0,0.30082603,t,v,t
629356,747615,0,0.168134124,t,v,t
629356,284033,0,0.359511657,t,n,n
629356,336776,0,0.301320213,t,v,t
629356,134027,0,0.231539734,t,n,n
629356,973978,0,0.394908065,n,n,t
629356,158556,0,0.244867687,t,n,n
629356,349193,0,0.231058926,n,n,t
629356,589924,0,0.171726042,t,n,n
629356,129907,0,0.289467253,t,n,n
629356,505064,0,0.266508591,t,v,t
629356,756929,0,0.236471347,t,n,n
629356,649192,0,0.173617572,t,v,t
629356,161374,0,0.236699979,t,v,t
629356,134559,0,0.3813917,t,v,t
629356,148570,0,0.20626836,t,n,n
629356,106857,0,0.345791879,t,n,n
629356,182895,0,0.257732849,t,v,t
629356,164564,0,0.352194214,t,v,t
629356,105152,0,0.265986699,n,n,t
629356,506982,0,0.252411274,t,v,t
629356,144769,0,0.358659351,t,n,n
629356,157293,0,0.236168715,t,v,t
629356,566697,0,0.335432884,n,n,t
629356,149326,0,0.232673482,t,v,t
629356,169156,0,0.479809916,n,n,t
629356,419105,0,0.431406711,n,n,t
629356,121663,0,0.328879168,t,n,n
629356,453446,0,0.313011423,n,n,t
629356,181312,0,0.247153806,t,v,t
629356,719340,0,0.179169615,t,v,t
629356,712920,0,0.299024921,t,n,n
629356,247051,0,0.330811528,n,n,t
629356,783828,0,0.100938166,t,v,t
629356,599953,0,0.208278722,t,n,n
629356,688949,0,0.212724159,n,n,t
629356,386027,0,0.252433957,t,n,n
629356,858451,0,0.319616299,n,n,t
629356,114908,0,0.34730025,n,n,t
629356,740379,0,0.264099498,t,v,t
629356,381929,0,0.361019306,t,n,n
629356,133371,0,0.0780672,t,v,t
629356,581040,0,0.292703754,n,n,t
629356,321825,0,0.455991095,n,n,t
629356,142496,0,0.187355057,t,v,t
629356,177079,0,0.517749074,t,n,n
629356,169049,0,0.370100634,t,n,n
629356,144336,0,0.145599111,n,n,t
629356,152521,0,0.317006083,n,n,t
629356,815453,0,0.141937118,n,n,t
629356,636162,0,0.153690215,n,n,t
629356,520799,0,0.415897065,n,n,t
629356,128216,0,0.378882436,n,n,t
629356,402539,0,0.260425618,t,v,t
629356,132234,0,0.229744436,n,n,t
629356,402090,0,0.308474595,n,n,t
629356,176507,0,0.247319199,t,n,n
629356,886068,0,0.323858287,t,v,t
629356,965622,0,0.46523732,t,v,t
629356,156364,0,0.23004975,t,n,n
629356,792222,0,0.147789248,t,n,n
629356,385674,0,0.173192056,t,v,t
629356,457268,0,0.331229744,t,n,n
629356,274121,0,0.220147429,t,v,t
629356,167534,0,0.43455321,t,v,t
629356,446654,0,0.036151227,n,n,t
629356,112005,0,0.20658598,n,n,t
629356,182284,0,0.233715986,n,n,t
629356,191690,0,0.173054121,t,v,t
629356,621961,0,0.170778636,t,v,t
629356,144770,0,0.295890161,t,n,n
629356,471412,0,0.302019918,n,n,t
629356,178410,0,0.33454724,n,n,t
629356,164552,0,0.345608247,t,n,n
629356,870297,0,0.555793412,n,n,t
629356,579073,0,-0.047514126,t,n,n
629356,751240,0,0.198540142,n,n,t
629356,291372,0,0.377410509,n,n,t
629356,554194,0,0.328146403,t,v,t
629356,111688,0,0.387289491,t,n,n
629356,142610,0,0.275150321,t,n,n
629356,317195,0,0.240752162,t,v,t
629356,172194,0,0.284545158,t,n,n
629356,241962,0,0.364044986,t,n,n
629356,608744,0,0.388021124,t,v,t
629356,196995,0,0.215501587,t,n,n
629356,165956,0,0.313551259,t,v,t
629356,683218,0,0.277387898,t,v,t
629356,795188,0,0.281457394,n,n,t
629356,173476,0,0.415405263,t,n,n
629356,113810,0,0.263859568,n,n,t
629356,616807,0,0.216133251,t,v,t
