weapon1,weapon2,hypothesis,accf,cmc,n,split1,split2,split3
971907,647011,0,19.9412,1,40,n,n,t
971907,565176,0,20.7987,1,40,t,v,t
452294,419117,0,9.6483,0,31,v,t,t
452294,647011,0,10.5962,0,31,v,t,t
452294,565176,0,9.0001,0,31,n,n,t
419117,647011,0,13.0424,3,40,v,t,t
419117,565176,0,9.4532,1,40,n,n,t
647011,565176,0,13.0831,1,29,n,n,t
173194,494008,0,16.3709,0,39,t,n,n
173194,200909,0,12.0729,0,39,n,t,n
173194,570795,0,10.9824,1,39,n,t,n
173194,102716,0,11.0896,0,39,n,t,n
173194,289907,0,7.8615,0,39,t,n,n
494008,200909,0,16.5687,0,30,n,n,t
494008,570795,0,10.9666,2,30,n,n,t
494008,102716,0,16.206,0,30,n,n,t
494008,289907,0,27.6598,1,30,t,v,t
200909,570795,0,10.5202,0,40,v,t,t
200909,323245,0,14.4229,0,40,n,t,n
200909,630733,0,11.9683,0,40,v,t,t
570795,323245,0,9.8639,1,29,n,t,n
570795,630733,0,7.9877,0,29,v,t,t
102716,289907,0,14.7084,0,29,n,n,t
102716,323245,0,15.9303,0,29,n,t,n
102716,630733,0,14.7708,1,29,v,t,t
289907,323245,0,18.1493,0,33,t,n,n
289907,630733,0,28.6725,1,33,n,n,t
323245,630733,0,17.313,1,33,n,t,n
126105,149346,0,8.8895,0,44,n,t,n
126105,411547,0,7.3276,1,44,n,t,n
126105,153273,0,15.4964,0,44,v,t,t
126105,511131,0,9.6905,1,44,n,t,n
126105,126395,0,9.749,2,44,n,t,n
149346,411547,0,17.8926,0,27,t,t,v
149346,153273,0,24.5669,1,27,n,t,n
149346,511131,0,12.9125,1,27,t,t,v
149346,126395,0,10.2529,0,27,t,t,v
411547,153273,0,12.0871,0,40,n,t,n
411547,586874,0,15.928,0,40,t,n,n
411547,101711,0,13.0069,0,40,n,t,n
153273,586874,0,8.2794,1,34,n,n,t
153273,101711,0,21.1333,1,34,v,t,t
511131,126395,0,11.1819,0,34,t,t,v
511131,586874,0,7.4937,0,34,t,n,n
511131,101711,0,10.9839,1,34,n,t,n
126395,586874,0,7.653,1,37,t,n,n
126395,101711,0,15.497,1,37,n,t,n
586874,101711,0,15.3106,0,45,n,n,t
179328,570700,0,10.4773,0,28,t,n,n
179328,131974,0,11.5456,0,28,t,n,n
179328,951259,0,8.3849,1,28,t,n,n
179328,130710,0,14.0492,1,28,t,v,t
179328,234109,0,15.6175,1,28,t,n,n
570700,131974,0,18.5273,1,34,t,t,v
570700,951259,0,11.381,0,34,t,t,v
570700,130710,0,8.6706,2,34,t,n,n
570700,234109,0,10.2705,1,34,t,t,v
131974,951259,0,10.3584,0,34,t,t,v
131974,383480,0,13.3074,0,34,t,t,v
951259,383480,0,9.7747,1,44,t,t,v
130710,234109,0,14.4479,1,42,t,n,n
130710,383480,0,9.8769,1,42,t,n,n
234109,383480,0,9.8951,0,22,t,t,v
183414,271400,0,15.3274,0,31,v,t,t
183414,162764,0,17.7947,0,31,v,t,t
183414,185661,0,12.9858,0,31,n,n,t
183414,568993,0,12.1372,0,31,n,n,t
183414,105510,0,12.4751,1,31,n,n,t
183414,148142,0,14.7127,1,31,n,n,t
183414,234109,0,19.8518,2,31,n,t,n
271400,185661,0,13.2478,1,28,n,n,t
271400,568993,0,11.2803,0,28,n,n,t
271400,105510,0,12.3195,0,28,n,n,t
271400,148142,0,14.7048,1,28,n,n,t
271400,115410,0,15.9321,1,28,n,n,t
117189,522184,0,15.7759,0,30,t,v,t
117189,164338,0,9.7477,1,30,n,n,t
117189,568993,0,14.8925,1,30,t,v,t
117189,105510,0,13.6806,1,30,t,v,t
117189,148142,0,12.302,0,30,t,v,t
117189,115410,0,21.4158,1,30,t,v,t
117189,889531,0,13.9536,0,30,t,v,t
802941,522184,0,12.3133,0,32,t,n,n
802941,164338,0,8.9488,0,32,n,t,n
802941,568993,0,12.3005,0,32,t,n,n
802941,105510,0,11.1858,0,32,t,n,n
802941,148142,0,11.8997,1,32,t,n,n
802941,115410,0,12.3033,1,32,t,n,n
802941,155749,0,9.0627,1,32,t,n,n
522184,568993,0,10.9374,2,33,t,v,t
522184,105510,0,12.9625,1,33,t,v,t
522184,148142,0,13.6316,1,33,t,v,t
522184,115410,0,12.9231,1,33,t,v,t
522184,889531,0,16.9325,0,33,t,v,t
522184,164599,0,8.2119,1,33,n,n,t
164338,568993,0,13.9523,0,29,n,n,t
164338,148142,0,10.7125,0,29,n,n,t
164338,115410,0,10.0281,0,29,n,n,t
164338,889531,0,10.2394,2,29,n,n,t
164338,164599,0,10.2248,0,29,v,t,t
164338,895207,0,11.0382,1,29,n,n,t
162764,889531,0,21.592,0,30,n,n,t
162764,164599,0,10.609,0,30,v,t,t
162764,895207,0,14.5178,0,30,n,n,t
162764,116307,0,10.3631,0,30,v,t,t
162764,383480,0,13.553,0,30,n,t,n
185661,568993,0,13.1511,2,26,t,v,t
185661,164599,0,10.1913,1,26,n,n,t
185661,895207,0,37.318,1,26,t,v,t
185661,116307,0,13.5404,0,26,n,n,t
185661,155749,0,23.8307,0,26,t,v,t
185661,383480,0,15.2556,1,26,t,n,n
568993,895207,0,10.4494,0,31,t,v,t
568993,383480,0,13.0594,1,31,t,n,n
105510,895207,0,10.4434,1,31,t,v,t
105510,116307,0,10.7427,0,31,n,n,t
105510,159161,0,18.3786,1,31,n,n,t
105510,234109,0,22.1952,1,31,t,n,n
148142,889531,0,12.5687,0,38,t,v,t
148142,164599,0,8.8178,0,38,n,n,t
148142,159161,0,12.1517,0,38,n,n,t
115410,889531,0,12.2956,1,33,t,v,t
115410,164599,0,7.6536,2,33,n,n,t
115410,155749,0,12.0516,1,33,t,v,t
889531,155749,0,24.1591,0,22,t,v,t
889531,142246,0,15.0084,0,22,t,v,t
164599,155749,0,10.7495,0,36,n,n,t
164599,987083,0,9.4392,1,36,v,t,t
895207,155749,0,9.9536,2,31,t,v,t
895207,987083,0,10.8933,0,31,n,n,t
895207,159161,0,16.945,1,31,n,n,t
116307,155749,0,9.9029,1,32,n,n,t
116307,987083,0,10.0854,1,32,v,t,t
116307,159161,0,10.5154,0,32,v,t,t
116307,142246,0,11.4296,0,32,n,n,t
155749,180865,0,10.3277,1,33,t,n,n
155749,588210,0,8.2075,0,33,t,n,n
987083,180865,0,14.8575,0,33,n,t,n
987083,588210,0,11.2369,1,33,n,t,n
987083,156659,0,18.9459,1,33,n,n,t
987083,126156,0,11.1141,0,33,v,t,t
159161,142246,0,12.9014,0,26,n,n,t
159161,179830,0,20.6977,0,26,n,n,t
159161,156659,0,18.7752,1,26,n,n,t
159161,126156,0,9.7368,1,26,v,t,t
159161,972579,0,21.4455,0,26,n,t,n
255305,142246,0,15.7841,2,40,t,n,n
255305,179830,0,8.754,0,40,t,n,n
255305,156659,0,11.0006,0,40,t,n,n
255305,126156,0,11.4812,0,40,n,t,n
255305,972579,0,12.3156,2,40,t,t,v
255305,171658,0,11.5418,0,40,t,t,v
142246,156659,0,13.1312,1,33,t,v,t
142246,126156,0,11.2049,1,33,n,n,t
142246,972579,0,17.9653,2,33,t,n,n
142246,171658,0,12.05,1,33,t,n,n
142246,892635,0,10.1675,0,33,t,n,n
179830,126156,0,11.9719,1,41,n,n,t
179830,972579,0,8.7704,1,41,t,n,n
179830,171658,0,12.4308,1,41,t,n,n
179830,892635,0,15.8504,0,41,t,n,n
179830,462611,0,11.8833,1,41,n,n,t
180865,156659,0,9.0723,1,31,t,n,n
180865,972579,0,19.2997,1,31,t,t,v
180865,171658,0,14.5093,1,31,t,t,v
180865,892635,0,20.774,0,31,t,t,v
180865,462611,0,10.8532,0,31,n,t,n
180865,131431,0,18.3822,2,31,n,t,n
588210,156659,0,13.9692,1,40,t,n,n
588210,171658,0,11.718,0,40,t,t,v
588210,892635,0,7.8184,0,40,t,t,v
588210,462611,0,14.2541,2,40,n,t,n
588210,131431,0,12.7811,3,40,n,t,n
156659,131431,0,8.327,1,34,n,n,t
126156,131431,0,14.1994,1,32,v,t,t
126156,168706,0,10.8597,0,32,v,t,t
972579,892635,0,12.0991,1,39,t,t,v
972579,462611,0,22.0285,0,39,n,t,n
171658,892635,0,10.9116,1,42,t,t,v
171658,462611,0,13.7423,0,42,n,t,n
892635,438763,0,11.9953,1,29,n,t,n
462611,438763,0,10.542,0,38,v,t,t
462611,107045,0,9.5659,1,38,n,t,n
131431,438763,0,11.766,1,39,v,t,t
131431,107045,0,16.4499,1,39,n,t,n
131431,135298,0,13.355,1,39,n,t,n
168706,438763,0,14.1796,0,32,v,t,t
168706,107045,0,10.6489,0,32,n,t,n
168706,135298,0,26.7092,1,32,n,t,n
168706,286121,0,24.2509,0,32,n,n,t
168706,483190,0,11.1415,1,32,v,t,t
438763,135369,0,12.3322,1,33,n,t,n
438763,170456,0,11.5339,1,33,n,n,t
438763,169437,0,14.8321,0,33,n,n,t
107045,135369,0,9.1072,0,36,t,t,v
107045,170456,0,11.7904,2,36,t,n,n
107045,169437,0,14.0141,0,36,t,n,n
107045,816547,0,9.8262,0,36,t,n,n
135298,483190,0,14.3266,1,31,n,t,n
135298,460187,0,8.4064,0,31,t,n,n
135298,169437,0,12.9217,0,31,t,n,n
135298,816547,0,14.9116,0,31,t,n,n
135298,856612,0,15.5138,1,31,n,t,n
286121,483190,0,16.7957,1,35,n,n,t
286121,460187,0,8.1953,0,35,t,v,t
286121,169437,0,10.7503,0,35,t,v,t
286121,816547,0,18.345,0,35,t,v,t
286121,856612,0,9.7343,0,35,n,n,t
483190,169437,0,11.2725,0,26,n,n,t
483190,816547,0,13.7526,0,26,n,n,t
483190,856612,0,10.3526,0,26,v,t,t
483190,100702,0,17.7707,1,26,v,t,t
460187,816547,0,8.2041,0,29,t,v,t
460187,856612,0,8.3572,1,29,n,n,t
460187,100702,0,7.9071,0,29,n,n,t
460187,116078,0,9.4069,1,29,t,v,t
135369,169437,0,9.6958,0,28,t,n,n
135369,856612,0,10.0129,1,28,n,t,n
135369,100702,0,15.6289,0,28,n,t,n
135369,116078,0,8.7128,1,28,t,n,n
135369,177901,0,9.3952,0,28,t,t,v
170456,169437,0,11.0205,0,27,t,v,t
170456,100702,0,11.6703,1,27,n,n,t
170456,116078,0,12.0299,0,27,t,v,t
170456,177901,0,15.2331,1,27,t,n,n
170456,329251,0,14.3491,0,27,n,n,t
169437,329251,0,14.0726,1,29,n,n,t
816547,329251,0,10.4056,0,34,n,n,t
816547,132505,0,18.8622,1,34,t,v,t
856612,116078,0,14.4696,0,37,n,n,t
856612,177901,0,17.6162,0,37,n,t,n
100702,116078,0,7.9263,3,36,n,n,t
100702,177901,0,9.213,0,36,n,t,n
116078,166107,0,13.8078,0,33,n,n,t
177901,166107,0,16.3785,3,31,n,t,n
177901,131562,0,20.2226,1,31,t,n,n
177901,871153,0,11.0238,0,31,t,t,v
329251,166107,0,14.0474,0,26,v,t,t
329251,131562,0,13.8166,1,26,n,n,t
329251,871153,0,18.1342,1,26,n,t,n
329251,170088,0,12.9751,3,26,n,n,t
132505,166107,0,27.5615,0,25,n,n,t
132505,131562,0,13.4811,0,25,t,v,t
132505,871153,0,27.0556,1,25,t,n,n
132505,170088,0,17.9482,0,25,t,v,t
132505,139918,0,14.7415,0,25,t,n,n
132505,963836,0,15.9702,0,25,n,n,t
166107,117428,0,15.5383,2,36,v,t,t
166107,264822,0,11.9839,2,36,n,n,t
131562,117428,0,11.985,0,36,n,n,t
131562,264822,0,16.3824,1,36,t,v,t
131562,860467,0,19.6079,3,36,t,v,t
871153,139918,0,15.7912,1,24,t,t,v
871153,963836,0,15.7204,1,24,n,t,n
871153,860467,0,11.5595,0,24,t,n,n
871153,176067,0,9.2436,0,24,n,t,n
170088,139918,0,7.9552,0,40,t,n,n
170088,963836,0,17.4853,0,40,n,n,t
170088,860467,0,20.127,0,40,t,v,t
170088,176067,0,18.517,1,40,n,n,t
170088,136572,0,28.6943,0,40,t,n,n
139918,860467,0,12.8725,0,26,t,n,n
139918,176067,0,16.3539,0,26,n,t,n
139918,136572,0,17.733,1,26,t,t,v
139918,342330,0,7.7714,1,26,n,t,n
963836,860467,0,12.567,1,28,n,n,t
963836,176067,0,11.7674,0,28,v,t,t
963836,136572,0,18.8227,1,28,n,t,n
963836,342330,0,9.7807,0,28,v,t,t
117428,860467,0,10.9905,0,32,n,n,t
117428,176067,0,14.6304,0,32,v,t,t
117428,136572,0,13.2569,0,32,n,t,n
117428,342330,0,8.8776,1,32,v,t,t
117428,112220,0,9.5742,1,32,n,t,n
117428,143085,0,18.4867,0,32,n,n,t
264822,860467,0,9.9103,0,26,t,v,t
264822,342330,0,8.4726,1,26,n,n,t
264822,112220,0,14.1115,1,26,t,n,n
264822,143085,0,18.8589,0,26,t,v,t
264822,136598,0,10.6012,1,26,t,n,n
860467,136598,0,15.0282,0,34,t,n,n
176067,136598,0,10.4405,1,34,n,t,n
176067,139551,0,7.4417,1,34,v,t,t
136572,112220,0,10.4645,0,33,t,t,v
136572,143085,0,10.1579,0,33,t,n,n
136572,457504,0,14.6976,1,33,t,n,n
342330,112220,0,6.9306,0,36,n,t,n
342330,143085,0,14.7996,0,36,n,n,t
342330,457504,0,9.2387,0,36,n,n,t
112220,457504,0,8.6377,0,31,t,n,n
112220,182600,0,11.109,0,31,t,n,n
143085,457504,0,27.9935,1,32,t,v,t
143085,182600,0,35.7148,0,32,t,v,t
143085,121907,0,14.3786,0,32,t,v,t
136598,457504,0,8.3048,1,34,t,n,n
136598,182600,0,14.8025,1,34,t,n,n
136598,121907,0,10.5089,1,34,t,n,n
136598,511501,0,12.1027,0,34,t,n,n
136598,184134,0,10.4865,1,34,n,t,n
139551,457504,0,28.4312,1,31,n,n,t
139551,182600,0,10.0296,0,31,n,n,t
139551,121907,0,8.4327,0,31,n,n,t
139551,511501,0,7.824,1,31,n,n,t
139551,184134,0,9.5727,1,31,v,t,t
139551,181317,0,12.2311,0,31,n,n,t
457504,170589,0,17.8277,1,28,n,n,t
182600,170589,0,14.8209,1,33,n,n,t
182600,316776,0,12.0478,0,33,t,v,t
121907,184134,0,8.8138,0,32,n,n,t
121907,181317,0,18.5623,0,32,t,v,t
121907,474522,0,16.2648,1,32,t,v,t
511501,184134,0,10.2355,0,32,n,n,t
511501,181317,0,20.5101,0,32,t,v,t
511501,474522,0,15.6539,0,32,t,v,t
511501,132146,0,22.3596,0,32,t,v,t
184134,474522,0,9.4353,0,24,n,n,t
184134,132146,0,11.6836,0,24,n,n,t
184134,113135,0,13.2661,0,24,v,t,t
181317,474522,0,24.9557,1,38,t,v,t
181317,132146,0,35.1535,0,38,t,v,t
181317,113135,0,13.2325,1,38,n,n,t
181317,967684,0,13.8617,0,38,t,n,n
170589,474522,0,15.9299,2,34,n,n,t
170589,132146,0,13.8523,1,34,n,n,t
170589,113135,0,8.2614,0,34,v,t,t
170589,967684,0,11.8069,1,34,n,t,n
170589,137022,0,15.2462,0,34,n,t,n
316776,474522,0,12.4193,1,41,t,v,t
316776,113135,0,17.5653,1,41,n,n,t
316776,967684,0,10.4501,1,41,t,n,n
316776,137022,0,12.7347,0,41,t,n,n
316776,159557,0,12.7786,0,41,t,v,t
474522,532700,0,21.6829,1,36,t,v,t
132146,532700,0,12.1268,0,39,t,v,t
132146,882875,0,8.6141,1,39,t,v,t
113135,137022,0,16.5139,1,27,n,t,n
113135,159557,0,15.7137,0,27,n,n,t
113135,548480,0,13.4759,0,27,n,t,n
967684,137022,0,9.2351,0,36,t,t,v
967684,159557,0,13.9075,1,36,t,n,n
967684,548480,0,10.2338,0,36,t,t,v
967684,163624,0,12.8152,0,36,t,t,v
137022,548480,0,10.6633,1,34,t,t,v
137022,163624,0,19.5137,0,34,t,t,v
137022,129959,0,21.2478,1,34,t,n,n
159557,548480,0,8.0391,0,30,t,n,n
159557,163624,0,14.4853,2,30,t,n,n
159557,129959,0,15.6674,0,30,t,v,t
532700,548480,0,14.4807,1,28,t,n,n
532700,163624,0,10.4612,0,28,t,n,n
532700,129959,0,17.3923,0,28,t,v,t
532700,120107,0,22.6262,1,28,t,n,n
532700,761302,0,19.2477,0,28,t,n,n
882875,548480,0,8.8815,1,36,t,n,n
882875,163624,0,10.3919,0,36,t,n,n
882875,129959,0,15.8002,0,36,t,v,t
882875,120107,0,15.7203,0,36,t,n,n
882875,761302,0,16.3425,0,36,t,n,n
882875,150422,0,16.4739,0,36,t,v,t
548480,162877,0,12.7866,0,32,t,t,v
163624,162877,0,12.9808,0,30,t,t,v
163624,684201,0,12.4888,0,30,t,n,n
129959,761302,0,15.2792,0,29,t,n,n
129959,150422,0,14.7665,0,29,t,v,t
129959,196868,0,12.5093,0,29,t,v,t
120107,761302,0,19.4111,1,26,t,t,v
120107,150422,0,13.9941,0,26,t,n,n
120107,196868,0,18.2195,0,26,t,n,n
120107,388541,0,13.0591,2,26,t,n,n
761302,196868,0,14.6026,0,28,t,n,n
761302,388541,0,14.2283,0,28,t,n,n
761302,129620,0,15.7785,2,28,n,t,n
150422,196868,0,14.7581,0,26,t,v,t
150422,388541,0,12.9619,1,26,t,v,t
150422,129620,0,17.7017,1,26,n,n,t
150422,869719,0,12.0251,0,26,n,n,t
162877,196868,0,12.814,0,31,t,n,n
162877,388541,0,12.8547,0,31,t,n,n
162877,129620,0,15.5601,0,31,n,t,n
162877,869719,0,18.754,0,31,n,t,n
162877,161035,0,14.685,0,31,t,t,v
684201,196868,0,20.4855,1,28,t,v,t
684201,388541,0,14.6487,0,28,t,v,t
684201,129620,0,26.439,1,28,n,n,t
684201,869719,0,10.5333,1,28,n,n,t
684201,161035,0,14.971,0,28,t,n,n
684201,314790,0,12.3031,2,28,n,n,t
196868,107935,0,9.027,0,41,t,v,t
388541,107935,0,14.5669,2,40,t,v,t
388541,335434,0,12.0565,0,40,n,n,t
129620,161035,0,15.0454,0,33,n,t,n
129620,314790,0,12.6832,1,33,v,t,t
129620,692417,0,12.4685,0,33,v,t,t
869719,161035,0,11.5452,2,34,n,t,n
869719,314790,0,15.9462,2,34,v,t,t
869719,692417,0,10.8836,1,34,v,t,t
869719,805904,0,9.4149,0,34,n,n,t
161035,692417,0,14.3423,0,33,n,t,n
161035,805904,0,14.0985,2,33,t,n,n
161035,941546,0,11.3913,2,33,n,t,n
314790,692417,0,12.7202,0,36,v,t,t
314790,805904,0,15.8209,0,36,n,n,t
314790,941546,0,11.935,1,36,v,t,t
314790,128177,0,16.5161,2,36,n,n,t
107935,692417,0,6.1584,2,38,n,n,t
107935,805904,0,12.2149,0,38,t,v,t
107935,941546,0,9.5435,0,38,n,n,t
107935,128177,0,13.4263,0,38,t,v,t
107935,901422,0,11.5382,1,38,t,n,n
335434,692417,0,8.7039,1,36,v,t,t
335434,805904,0,14.1059,1,36,n,n,t
335434,941546,0,10.1313,2,36,v,t,t
335434,128177,0,11.5761,2,36,n,n,t
335434,901422,0,9.4277,1,36,n,t,n
335434,790992,0,11.2986,0,36,v,t,t
692417,338475,0,12.439,1,36,v,t,t
805904,338475,0,9.9473,0,26,n,n,t
805904,588899,0,11.9493,0,26,t,v,t
941546,901422,0,11.5705,1,37,n,t,n
941546,790992,0,10.9784,0,37,v,t,t
941546,172408,0,13.6422,1,37,n,t,n
128177,901422,0,13.1325,1,31,t,n,n
128177,790992,0,9.9615,0,31,n,n,t
128177,172408,0,16.557,1,31,t,n,n
128177,323118,0,10.4814,0,31,n,n,t
901422,172408,0,11.6165,0,34,t,t,v
901422,323118,0,13.9125,0,34,n,t,n
901422,129054,0,10.8599,2,34,n,t,n
790992,172408,0,12.2044,0,30,n,t,n
790992,323118,0,12.6419,2,30,v,t,t
790992,129054,0,10.3205,0,30,v,t,t
790992,177835,0,20.8534,0,30,v,t,t
338475,172408,0,9.8304,1,39,n,t,n
338475,323118,0,15.0852,1,39,v,t,t
338475,129054,0,7.4829,1,39,v,t,t
338475,177835,0,18.8882,2,39,v,t,t
338475,415205,0,9.2064,1,39,v,t,t
588899,172408,0,11.7189,2,37,t,n,n
588899,323118,0,11.5273,0,37,n,n,t
588899,129054,0,9.6189,1,37,n,n,t
588899,177835,0,19.3653,1,37,n,n,t
588899,415205,0,11.6339,0,37,n,n,t
588899,833407,0,8.4099,2,37,t,n,n
172408,122330,0,12.528,1,36,t,n,n
323118,122330,0,13.3171,1,27,n,n,t
323118,463623,0,12.6226,0,27,n,t,n
129054,415205,0,11.8671,0,28,v,t,t
129054,833407,0,10.7034,0,28,n,t,n
129054,175269,0,9.6383,1,28,n,t,n
177835,415205,0,13.6572,0,29,v,t,t
177835,833407,0,11.5798,0,29,n,t,n
177835,175269,0,9.9776,0,29,n,t,n
177835,706847,0,27.2049,1,29,n,t,n
415205,175269,0,15.5724,0,36,n,t,n
415205,706847,0,18.4388,1,36,n,t,n
415205,972208,0,10.5588,1,36,n,t,n
833407,175269,0,18.4423,1,33,t,t,v
833407,706847,0,20.9023,2,33,t,t,v
833407,972208,0,16.4893,1,33,t,t,v
833407,172538,0,19.911,0,33,t,t,v
122330,175269,0,11.9005,0,30,t,n,n
122330,706847,0,16.9621,0,30,t,n,n
122330,972208,0,19.6559,1,30,t,n,n
122330,172538,0,13.0784,2,30,t,n,n
122330,101571,0,19.4572,2,30,n,n,t
463623,175269,0,10.3925,0,29,t,t,v
463623,706847,0,13.5063,0,29,t,t,v
463623,972208,0,11.4494,0,29,t,t,v
463623,172538,0,11.0681,1,29,t,t,v
463623,101571,0,12.0656,0,29,n,t,n
463623,117186,0,12.7431,0,29,t,t,v
175269,528461,0,10.0095,0,33,n,t,n
706847,528461,0,10.4598,0,35,n,t,n
706847,159141,0,15.2568,0,35,t,t,v
972208,101571,0,7.9193,2,49,n,t,n
972208,117186,0,16.7169,1,49,t,t,v
972208,136953,0,13.8144,0,49,t,n,n
172538,101571,0,32.6154,0,36,n,t,n
172538,117186,0,16.0231,0,36,t,t,v
172538,136953,0,10.881,1,36,t,n,n
172538,125476,0,26.2013,1,36,t,t,v
101571,136953,0,6.3111,0,30,n,n,t
101571,125476,0,15.6517,0,30,n,t,n
101571,108074,0,18.3225,0,30,n,t,n
117186,136953,0,9.7299,0,28,t,n,n
117186,125476,0,15.7512,0,28,t,t,v
117186,108074,0,11.0663,0,28,t,t,v
117186,610855,0,15.4459,1,28,t,t,v
528461,136953,0,10.3992,1,30,n,n,t
528461,125476,0,11.906,1,30,n,t,n
528461,108074,0,13.7542,1,30,n,t,n
528461,610855,0,9.2481,1,30,n,t,n
528461,637295,0,13.2454,0,30,n,n,t
159141,136953,0,8.8607,0,41,t,n,n
159141,125476,0,11.8012,1,41,t,t,v
159141,108074,0,10.8877,3,41,t,t,v
159141,610855,0,14.4317,2,41,t,t,v
159141,637295,0,11.8418,0,41,t,n,n
159141,174072,0,42.1188,1,41,n,t,n
136953,141753,0,7.4404,0,26,n,n,t
125476,141753,0,12.3379,0,38,n,t,n
125476,130808,0,17.0567,1,38,t,t,v
108074,637295,0,13.1552,1,40,t,n,n
108074,174072,0,9.9902,0,40,n,t,n
108074,522495,0,13.0827,1,40,t,t,v
610855,637295,0,15.0303,0,34,t,n,n
610855,174072,0,20.3941,0,34,n,t,n
610855,522495,0,9.1836,0,34,t,t,v
610855,122341,0,13.1544,0,34,t,t,v
637295,522495,0,12.5241,1,27,t,n,n
637295,122341,0,13.4111,0,27,t,n,n
637295,900158,0,11.0428,1,27,t,n,n
174072,522495,0,11.8579,0,44,n,t,n
174072,122341,0,18.5306,1,44,n,t,n
174072,900158,0,10.542,0,44,n,t,n
174072,171118,0,13.073,0,44,n,t,n
141753,522495,0,13.6291,0,35,n,t,n
141753,122341,0,10.0228,1,35,n,t,n
141753,900158,0,11.2236,1,35,n,t,n
141753,171118,0,14.7032,1,35,n,t,n
141753,130557,0,29.247,0,35,n,t,n
130808,522495,0,8.2368,0,39,t,t,v
130808,122341,0,13.2815,1,39,t,t,v
130808,900158,0,16.1414,0,39,t,t,v
130808,171118,0,10.4088,0,39,t,t,v
130808,130557,0,15.3331,0,39,t,t,v
130808,217092,0,10.7524,1,39,t,t,v
522495,282725,0,12.5256,0,31,t,n,n
122341,282725,0,12.0054,1,32,t,n,n
122341,452304,0,12.848,1,32,t,t,v
900158,130557,0,6.8326,0,40,t,t,v
900158,217092,0,13.2857,0,40,t,t,v
900158,122577,0,12.6164,0,40,t,n,n
171118,130557,0,14.0328,0,32,t,t,v
171118,217092,0,17.3354,0,32,t,t,v
171118,122577,0,16.871,0,32,t,n,n
171118,150482,0,9.8999,1,32,t,t,v
130557,122577,0,29.6876,1,31,t,n,n
130557,150482,0,10.4766,0,31,t,t,v
130557,105732,0,9.3107,0,31,t,n,n
217092,122577,0,18.9367,1,28,t,n,n
217092,150482,0,16.2181,0,28,t,t,v
217092,105732,0,9.6561,0,28,t,n,n
217092,118910,0,18.8554,1,28,n,t,n
282725,122577,0,12.4618,1,35,t,v,t
282725,150482,0,12.5097,0,35,t,n,n
282725,105732,0,12.6228,0,35,t,v,t
282725,118910,0,10.2442,0,35,n,n,t
282725,116788,0,11.3795,0,35,t,v,t
452304,122577,0,13.8057,0,24,t,n,n
452304,150482,0,13.3036,1,24,t,t,v
452304,105732,0,11.3275,0,24,t,n,n
452304,118910,0,11.3303,0,24,n,t,n
452304,116788,0,11.9762,0,24,t,n,n
452304,276592,0,9.2172,1,24,n,t,n
122577,142253,0,19.3215,0,28,t,v,t
150482,142253,0,10.1375,2,42,t,n,n
150482,120210,0,11.6215,1,42,t,t,v
105732,116788,0,8.957,1,32,t,v,t
105732,276592,0,11.0124,1,32,n,n,t
105732,184073,0,13.6796,0,32,n,n,t
118910,116788,0,16.3738,1,38,n,n,t
118910,276592,0,14.5477,1,38,v,t,t
118910,184073,0,13.1872,0,38,v,t,t
118910,155249,0,14.8863,1,38,v,t,t
116788,184073,0,14.0504,2,42,n,n,t
116788,155249,0,9.0114,0,42,n,n,t
116788,785730,0,19.3861,2,42,n,n,t
276592,184073,0,10.1449,0,38,v,t,t
276592,155249,0,17.4493,0,38,v,t,t
276592,785730,0,16.0798,2,38,v,t,t
276592,551418,0,25.0183,0,38,v,t,t
142253,184073,0,11.7301,1,31,n,n,t
142253,155249,0,16.8733,0,31,n,n,t
142253,785730,0,11.5104,0,31,n,n,t
142253,551418,0,10.8853,0,31,n,n,t
142253,166079,0,11.8825,0,31,t,n,n
120210,184073,0,15.4597,1,38,n,t,n
120210,155249,0,11.0815,0,38,n,t,n
120210,785730,0,20.0189,1,38,n,t,n
120210,551418,0,15.2546,2,38,n,t,n
120210,166079,0,14.2094,1,38,t,t,v
120210,175626,0,14.0594,0,38,n,t,n
184073,291014,0,19.6995,0,33,n,n,t
155249,291014,0,13.2228,1,29,n,n,t
155249,786750,0,12.5896,0,29,v,t,t
785730,166079,0,20.2035,0,33,n,t,n
785730,175626,0,13.7553,1,33,v,t,t
785730,135573,0,18.7574,1,33,v,t,t
551418,166079,0,9.9152,1,34,n,t,n
551418,175626,0,18.1322,0,34,v,t,t
551418,135573,0,11.7999,1,34,v,t,t
551418,350693,0,19.7676,0,34,v,t,t
166079,135573,0,11.5316,0,45,n,t,n
166079,350693,0,26.608,1,45,n,t,n
166079,122399,0,17.4227,1,45,n,t,n
175626,135573,0,13.3385,0,23,v,t,t
175626,350693,0,18.6483,0,23,v,t,t
175626,122399,0,11.6292,0,23,v,t,t
175626,680968,0,13.3739,0,23,n,n,t
291014,135573,0,11.529,0,28,n,n,t
291014,350693,0,15.3769,2,28,n,n,t
291014,122399,0,14.7643,1,28,n,n,t
291014,680968,0,15.5236,1,28,t,v,t
291014,155040,0,12.0861,1,28,t,n,n
786750,135573,0,9.1485,1,40,v,t,t
786750,350693,0,17.3916,2,40,v,t,t
786750,122399,0,18.9466,0,40,v,t,t
786750,680968,0,14.4668,1,40,n,n,t
